Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mirk-oak Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Charred Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Waste Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt Path
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lebethron Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beech Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Holly Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Banana Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Apple Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pear Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mango Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Date Palm Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chestnut Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Baobab Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cedar Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemon Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cypress Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Olive Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rotten Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Clay Tiling
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dalish Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dorwinion Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carved Rohan Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Dorwinion Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Dorwinion Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carved Dorwinion Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flowery Dorwinion Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gondor Cobblebrick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Gondor Cobblebrick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Gondor Cobblebrick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rhûnic Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carved Rhûnic Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Rhûnic Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Rhûnic Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flowery Rhûnic Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dalish Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dorwinion Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hobbit Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aspen Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green-oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lairelossë Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Almond Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aspen Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green-oak Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lairelossë Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Almond Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plum Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pomegranate Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plum Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pomegranate Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plum Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pomegranate Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rohan Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold-trimmed Rohan Wood Beam
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Mordor Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Gondor Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Rohan Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Sarlluin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Sarngaran
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Chalk
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold-trimmed Rhûnic Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Rhûnic Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carved Red Rhûnic Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rhûnic Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wattle and Daub
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Kebab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rock Salt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rivendell Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Topaz Vein
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amethyst Vein
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sapphire Vein
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ruby Vein
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amber Vein
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Vein
appliedenergistics2:item.ItemFacade:0, Cable Facade - Opal Vein
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Vein
appliedenergistics2:item.ItemFacade:0, Cable Facade - Topaz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amethyst Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sapphire Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ruby Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amber Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pearl Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Opal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coral Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coral Reef
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Fine Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rupee Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Arlemite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Realmite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodgem Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rupee Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Arlemite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Realmite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodgem Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Checker
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rainbow Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plank Design
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Vane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Vane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Vane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Vane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Vane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Divine Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Teal Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bright Red Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aquatonic Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Arlemite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkstone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lava Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Realmite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Milk Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rupee Minibricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Realmite Minibricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Arlemite Minibricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Minibricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodgem Minibricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherite Minibricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock Minibricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aqua Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Arlemite Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blaze Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bluefire Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Divine Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Draken Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eden Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Stone Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ice Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kraken Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lava Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Milky Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Molten Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherite Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Realmite Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Ore Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rupee Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Terran Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Milk Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spike Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hot Spike Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Light
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Light
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Bridge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Divine Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Divine Moss Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Divine Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Icy Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Icy Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Snow Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coalstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Workshop Carpet
appliedenergistics2:item.ItemFacade:0, Cable Facade - Workshop Bookcase
appliedenergistics2:item.ItemFacade:0, Cable Facade - Workshop Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Candy Cane
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frozen Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wreck Altar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadrotic Altar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Karos Altar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raglok Altar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lunic Altar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dream Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dream Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fire Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dreamwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Dream Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Dream Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Luna Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Luna Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crypt Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Village Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cell Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Firelight
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hyrewood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Dream Bricks
